Angle Raw,Bus Voltage (V),Shunt Voltage (mV),Current (mA),Angle Raw.1,Bus Voltage (V).1,Shunt Voltage (mV).1,Current (mA).1,Angle Raw.2,Bus Voltage (V).2,Shunt Voltage (mV).2,Current (mA).2,Angle Raw.3,Bus Voltage (V).3,Shunt Voltage (mV).3,Current (mA).3,Angle Raw.4,Bus Voltage (V).4,Shunt Voltage (mV).4,Current (mA).4,Angle Raw.5,Bus Voltage (V).5,Shunt Voltage (mV).5,Current (mA).5,Angle Raw.6,Bus Voltage (V).6,Shunt Voltage (mV).6,Current (mA).6,Angle Raw,Bus Voltage (V),Shunt Voltage (mV),Current (mA)
346.03,3.78,0.02,0.2,290.21,2.55,7.66,86.9,45.18,2.29,8.75,60.4,170.95,3.02,7.4,131.2,222.45,0.0,5.87,87.4,247.68,0.03,12.18,149.8,110.65,9.05,12.3,182.7,120.41,0.0,9.6,142.5
346.03,0.0,0.01,-0.3,275.54,0.0,8.86,84.4,11.87,0.0,8.92,69.2,115.49,7.95,16.62,83.1,150.82,1.03,9.59,98.4,148.62,10.34,14.71,96.2,349.28,0.0,12.1,119.3,342.6,1.96,15.02,147.3
346.03,0.34,0.01,0.3,260.77,2.79,15.64,110.6,338.99,3.07,15.17,69.6,59.77,0.0,13.36,43.9,78.49,11.1,7.96,95.9,48.25,2.66,15.16,125.7,228.87,2.9,13.71,163.0,200.83,7.3,15.2,177.1
346.03,6.46,0.02,0.4,244.86,5.51,16.79,119.9,303.49,9.14,8.5,96.5,5.1,0.0,15.15,80.8,4.92,5.37,8.28,106.9,311.31,0.19,10.04,191.2,110.04,6.76,14.12,191.9,60.21,0.0,16.17,100.3
346.03,7.52,0.03,0.3,229.39,0.0,9.88,99.7,269.21,2.66,14.22,148.7,313.95,3.77,9.24,176.2,295.22,0.0,5.22,73.0,210.94,9.9,10.41,147.4,348.13,0.0,8.22,134.0,283.54,2.53,13.51,185.1
346.03,2.7,0.02,0.2,214.98,0.66,7.57,146.6,231.86,0.3,10.16,144.6,257.78,4.77,18.49,111.3,221.84,0.63,8.86,111.9,112.68,1.81,17.06,107.6,232.29,1.71,16.01,166.7,142.29,6.93,15.81,144.6
345.94,0.0,0.02,0.0,199.69,8.44,8.45,77.8,195.29,10.96,15.58,83.4,200.21,0.0,5.36,144.7,147.13,10.64,8.44,108.1,11.51,0.0,9.97,162.8,113.55,8.26,13.31,135.8,0.0,1.89,13.89,153.4
346.03,0.3,0.01,0.2,185.27,2.75,10.71,78.4,159.43,1.78,15.55,81.8,145.55,2.62,15.95,93.9,68.82,2.62,7.78,72.2,279.23,11.26,11.87,131.0,352.35,0.0,9.64,81.9,229.31,0.35,14.3,152.3
346.03,3.76,0.02,0.3,170.42,0.0,14.6,79.9,123.93,0.06,13.38,157.7,90.18,9.9,16.14,65.4,357.8,0.0,8.37,104.3,175.87,1.5,14.82,77.6,241.44,0.27,19.13,135.3,88.24,11.43,13.79,172.5
346.03,7.78,0.03,0.3,155.74,10.73,15.12,125.3,86.66,11.99,18.49,76.7,35.33,2.38,7.28,88.0,281.16,5.47,8.75,113.3,80.42,0.0,8.81,162.2,122.7,9.18,17.02,167.3,305.6,0.0,13.75,83.6
346.03,2.6,0.03,0.1,139.66,2.54,9.26,81.2,50.89,3.22,12.08,97.0,343.92,0.0,8.14,61.4,205.58,6.14,9.46,119.3,346.99,6.84,17.06,108.1,1.05,2.89,14.03,144.7,170.86,1.18,18.0,167.5
346.03,0.0,0.0,0.0,125.42,0.0,6.35,104.9,15.91,0.0,10.59,154.4,289.78,1.14,6.11,167.5,131.31,0.0,6.41,77.0,246.8,2.73,17.37,158.2,249.61,0.0,16.43,122.4,28.65,11.05,15.39,149.2
346.03,0.34,0.02,0.1,110.3,2.86,8.91,139.9,339.61,7.08,9.14,77.7,234.05,6.8,16.33,115.1,57.39,0.18,13.62,115.0,147.83,0.0,12.78,167.8,130.52,10.85,14.88,121.4,246.8,1.08,18.73,90.4
346.03,3.34,0.02,0.3,95.01,7.35,7.7,69.9,305.95,7.6,14.7,71.0,176.84,0.0,5.72,101.0,340.66,10.9,12.36,143.1,47.9,8.1,18.55,106.4,4.66,2.7,15.85,145.8,112.68,1.99,13.77,143.5
346.03,9.75,0.04,0.3,80.86,2.85,10.2,118.3,269.82,0.0,7.93,70.8,121.82,2.64,16.01,42.8,258.93,0.0,11.21,88.3,309.99,3.27,17.11,97.2,253.74,0.0,17.27,156.3,329.33,8.94,17.55,152.9
346.03,2.74,0.03,0.2,65.04,0.0,6.51,133.7,235.55,0.0,12.65,129.3,65.39,12.0,18.19,78.0,183.69,0.14,12.01,115.8,214.19,0.0,10.93,138.2,134.38,10.17,14.29,153.2,187.73,0.0,13.4,111.6
346.03,0.0,0.01,0.4,49.92,4.89,8.58,82.0,198.9,10.04,9.14,173.4,8.7,3.3,10.92,83.0,105.91,8.98,12.1,160.8,115.75,9.17,12.28,118.0,8.26,2.64,15.17,163.4,47.11,2.38,16.74,146.0
346.03,0.0,0.01,0.2,35.86,10.32,12.74,140.3,162.42,1.9,12.76,76.3,317.64,0.0,9.77,161.2,25.75,2.04,12.53,164.2,13.97,4.48,18.1,97.5,257.43,0.0,12.33,103.1,269.3,8.49,13.8,174.3
346.03,3.32,0.02,0.2,19.95,1.11,13.9,66.8,127.35,0.02,6.42,90.7,261.56,3.14,18.47,74.9,309.99,0.68,16.77,167.0,281.16,0.0,7.59,137.8,137.99,10.54,12.92,150.6,129.2,0.0,15.58,98.2
346.03,10.03,0.03,0.4,5.98,0.0,7.77,72.0,92.99,4.14,10.2,141.7,206.28,5.74,11.46,160.3,230.27,10.28,16.11,145.3,185.89,2.28,17.66,111.3,12.39,1.87,13.78,182.7,352.79,0.16,13.91,184.1
346.03,3.0,0.03,0.1,352.53,3.24,12.84,94.1,57.13,5.66,4.71,157.0,149.5,0.0,9.07,59.2,150.12,0.0,10.73,125.7,86.31,7.51,9.99,162.2,255.67,0.32,12.05,180.0,210.5,8.12,16.15,146.5
345.94,0.0,0.02,-0.2,337.06,7.14,14.72,95.6,22.24,0.0,7.66,48.9,96.06,0.4,18.77,107.0,70.58,2.02,18.47,157.0,352.97,0.24,15.89,106.2,136.76,9.51,13.01,179.2,70.31,1.76,17.67,164.3
346.03,1.1,0.0,0.2,321.86,0.0,7.81,89.5,349.19,0.0,10.67,124.7,39.9,11.6,9.24,177.6,353.67,8.59,16.1,182.3,252.25,3.11,17.69,123.4,15.47,1.5,16.14,108.6,293.12,0.24,15.22,137.8
346.03,7.62,0.03,0.2,307.0,0.89,8.91,101.7,312.1,10.64,6.98,165.1,343.65,1.92,10.9,97.2,274.83,0.0,15.62,145.0,153.81,7.06,17.71,155.8,258.93,1.59,13.95,121.0,152.4,9.36,18.85,157.4
346.03,6.77,0.03,0.3,291.8,12.56,8.71,72.3,275.01,1.88,11.0,66.8,287.49,0.0,7.73,168.7,196.17,1.63,17.32,161.8,53.44,0.0,11.53,113.6,140.36,9.66,14.16,147.3,10.37,1.3,14.38,106.6
346.03,2.41,0.02,0.3,276.5,3.08,12.92,84.3,239.06,0.0,8.18,69.9,231.5,10.7,17.66,97.0,118.04,5.98,15.26,160.2,316.14,3.24,17.51,114.3,19.42,2.19,18.07,86.2,234.32,0.38,18.01,157.1
346.03,0.0,0.01,0.2,261.3,0.0,11.05,96.3,205.14,10.9,14.23,109.9,174.46,2.5,7.18,183.4,38.85,0.0,9.64,121.7,216.65,6.6,17.98,112.5,267.63,0.0,18.94,143.6,93.78,10.61,14.85,144.6
346.03,2.51,0.01,0.2,246.45,3.52,14.42,119.6,167.52,2.48,16.79,83.6,119.27,0.0,12.47,94.6,325.11,0.42,13.12,134.8,117.77,0.0,8.64,140.7,148.36,10.5,15.91,164.9,310.34,0.26,16.8,98.2
345.94,7.74,0.02,0.3,230.8,4.34,16.19,90.3,132.01,0.0,7.83,137.6,63.37,3.06,13.74,147.7,245.83,8.02,12.35,116.1,19.95,0.35,18.48,87.7,22.94,1.92,12.37,79.9,175.17,0.46,13.31,162.4
346.03,8.54,0.03,0.3,215.6,0.0,4.95,126.3,96.94,2.68,13.8,158.0,6.59,9.27,6.3,143.5,168.05,0.0,6.06,93.3,288.02,9.5,9.25,163.3,271.41,0.0,16.38,165.2,33.13,10.22,15.37,151.1
346.03,2.56,0.02,0.1,200.39,3.84,8.21,147.3,60.82,6.0,14.81,93.4,315.09,0.0,15.28,95.9,95.36,0.0,7.49,88.2,191.78,2.29,14.47,119.3,152.14,10.71,12.95,157.3,251.1,0.0,14.33,140.7
346.03,0.0,-0.01,-0.2,185.45,7.51,8.54,79.0,25.84,0.0,9.99,75.9,259.19,0.44,8.84,84.8,24.87,2.85,9.54,72.4,92.55,0.0,9.16,159.8,26.72,1.92,16.52,118.5,111.36,3.28,14.8,143.3
346.03,2.97,0.02,0.2,171.39,2.23,13.15,54.2,352.71,0.0,6.93,75.7,205.84,7.73,10.67,139.4,314.21,8.55,7.47,98.1,0.0,3.08,10.16,159.9,270.35,0.16,16.72,178.1,327.83,6.52,18.37,180.6
346.03,12.04,0.03,0.4,156.71,0.71,14.33,99.4,318.87,10.21,12.28,107.8,148.8,2.33,15.89,85.0,240.82,2.47,11.77,101.3,266.4,5.14,13.67,166.5,150.56,9.76,13.08,133.3,187.29,0.0,8.61,105.4
346.03,3.23,0.03,0.2,141.86,12.44,11.69,143.0,280.11,2.63,16.96,71.8,93.6,0.0,10.34,43.3,163.21,1.22,10.93,105.1,166.99,0.0,9.71,89.7,30.15,1.7,15.36,142.8,51.33,0.24,17.75,173.9
346.03,0.0,-0.02,-0.1,125.95,2.04,13.0,50.7,244.42,0.0,10.74,108.9,39.29,3.36,7.74,135.6,84.64,11.32,16.46,131.5,75.5,0.17,12.68,175.7,274.13,1.04,15.25,143.9,274.31,9.44,14.75,136.5
346.03,0.45,0.02,0.2,110.65,0.0,10.88,95.9,207.25,9.71,16.63,168.3,344.88,9.92,9.27,156.1,4.04,2.83,18.07,186.4,337.68,9.72,17.33,132.8,153.81,10.03,17.29,136.7,134.3,0.0,12.58,96.6
346.03,12.17,0.04,0.3,95.1,10.69,9.23,129.4,171.21,2.37,11.07,124.8,289.16,0.02,9.84,48.2,290.74,0.0,14.36,183.0,238.01,0.0,14.55,73.5,28.83,1.4,19.19,87.1,357.1,0.31,14.25,144.8
346.03,5.54,0.03,0.2,79.63,4.42,7.72,76.7,134.03,0.11,15.8,82.6,235.11,0.0,10.91,83.3,211.99,11.93,17.46,166.0,142.47,0.37,10.0,188.0,277.65,0.46,16.9,154.7,215.24,9.04,17.96,145.0
345.94,1.87,0.02,0.1,65.3,0.36,10.53,76.6,98.96,5.17,18.53,166.0,180.18,5.79,12.52,110.0,131.04,1.06,14.17,92.9,41.57,10.98,15.64,144.1,158.12,9.08,15.55,187.7,75.32,0.54,14.04,84.1
346.03,0.0,0.02,0.2,50.54,0.2,7.62,108.2,62.75,5.2,10.66,115.5,122.96,2.67,7.24,129.8,54.67,0.0,11.08,120.7,301.55,0.0,15.89,76.8,38.06,2.12,16.61,106.8,302.7,0.01,17.18,170.5
346.03,0.67,0.02,0.2,35.95,8.13,10.44,86.1,26.28,0.0,10.3,69.2,67.5,0.0,9.17,144.2,337.68,11.68,10.83,111.0,204.87,0.71,17.34,152.9,281.69,2.65,11.71,182.9,162.33,10.3,14.04,160.1
346.03,12.03,0.03,0.3,21.71,7.47,9.86,106.1,351.3,3.16,6.43,143.5,12.83,1.61,10.36,137.5,255.15,0.09,8.39,68.3,105.82,8.96,14.47,155.2,162.07,8.76,14.16,171.6,14.85,1.88,16.22,95.2
346.03,4.14,0.02,0.3,6.86,1.9,9.99,83.9,316.05,8.41,11.57,56.1,317.02,7.88,7.96,157.7,182.72,0.0,10.44,86.6,5.36,2.68,14.16,123.9,41.92,1.87,16.2,113.3,244.07,0.11,13.52,143.7
346.03,0.0,0.02,0.2,353.67,0.0,13.28,85.0,279.58,0.0,5.59,97.7,261.12,0.0,13.01,80.5,108.02,7.09,13.08,131.0,271.76,0.14,17.74,156.3,285.73,0.52,11.44,130.9,103.71,9.92,14.57,159.8
346.03,0.0,-0.01,0.2,338.12,3.77,9.04,98.8,245.74,0.01,7.75,138.9,205.75,1.18,7.15,118.7,27.25,4.9,15.88,158.8,173.23,10.11,12.57,145.8,166.03,8.75,18.34,132.8,320.45,1.76,16.27,105.3
346.03,3.72,0.02,0.3,323.88,8.03,8.87,112.3,209.79,11.74,10.35,64.4,151.08,11.48,11.95,122.8,310.61,0.0,14.51,155.2,70.22,1.91,12.51,113.4,45.88,1.84,18.19,104.5,179.91,0.17,14.82,142.7
346.03,10.34,0.04,0.3,308.5,0.0,4.6,48.0,173.41,2.74,8.34,71.4,91.23,0.03,6.45,114.8,231.86,7.64,16.4,176.1,331.52,0.25,17.26,135.2,288.54,0.57,17.38,178.7,38.94,9.49,18.48,160.5
346.03,3.09,0.02,0.1,293.82,0.08,14.57,114.8,139.31,0.0,12.69,101.4,37.18,0.0,12.91,175.8,152.93,3.46,13.54,134.1,231.59,8.11,15.84,118.9,169.1,9.67,17.77,130.1,261.83,1.57,14.38,109.3
346.03,0.0,0.06,-0.1,277.73,11.38,13.39,84.2,102.83,8.33,6.64,152.2,341.28,11.88,6.28,181.8,74.44,0.0,6.67,89.9,133.33,0.0,16.04,102.3,49.13,1.69,13.76,130.3,121.99,0.3,18.13,144.1
346.03,3.18,0.02,0.2,261.83,0.0,9.52,51.9,66.45,7.29,8.33,71.3,282.83,2.4,16.47,93.2,2.72,0.3,7.25,96.2,31.9,0.25,10.77,156.0,292.59,0.27,11.45,189.9,339.43,9.14,13.65,155.3
346.03,8.38,0.03,0.3,247.41,0.0,13.16,120.7,33.13,1.86,8.16,86.9,227.2,0.0,15.09,185.8,295.66,11.6,13.38,132.8,295.75,9.32,17.11,109.0,172.53,9.61,13.91,157.0,197.4,0.0,8.78,102.9
346.03,6.59,0.03,0.3,231.68,12.87,13.91,99.6,0.0,0.0,7.53,52.8,170.33,11.64,9.81,123.9,213.13,2.29,17.3,118.8,195.82,0.0,10.55,67.8,52.65,2.17,14.96,69.8,62.84,0.0,13.68,135.9
346.03,2.51,0.02,0.1,216.12,2.41,15.6,91.5,328.36,0.44,16.84,168.3,113.82,2.43,15.75,104.4,135.35,1.71,18.57,182.9,100.28,0.73,14.53,172.4,301.03,0.0,14.08,149.5,285.38,10.39,15.29,157.0
346.03,0.0,0.0,0.2,201.01,0.0,13.79,132.0,290.92,7.52,14.8,127.3,55.28,0.0,9.79,134.6,55.46,10.7,14.57,153.8,358.86,8.85,11.83,177.4,180.7,10.85,16.5,160.4,139.39,0.0,15.84,130.0
346.03,1.47,0.02,0.2,185.36,11.95,14.66,111.1,253.83,0.0,9.66,52.5,1.41,3.06,12.2,180.3,334.86,0.0,8.85,60.4,258.84,0.0,13.19,133.9,55.99,1.99,19.61,92.1,357.1,3.84,14.94,137.2
346.03,9.46,0.03,0.4,169.45,1.76,11.24,41.7,219.46,0.16,18.27,173.5,307.79,6.35,6.23,133.4,261.83,0.0,10.01,97.2,159.35,3.04,13.65,125.3,303.57,0.2,11.85,151.6,215.51,6.55,17.86,172.2
346.03,8.11,0.02,0.2,154.51,0.0,14.69,85.9,182.9,11.02,13.07,87.4,252.07,0.0,9.67,71.8,186.15,12.66,9.74,126.6,59.5,8.45,14.5,184.1,183.87,10.2,13.68,192.6,74.88,0.0,15.33,99.4
346.03,2.37,0.02,0.0,139.75,11.36,15.71,111.9,146.07,0.0,16.56,35.8,199.25,0.72,12.31,71.9,107.75,2.86,16.29,137.9,322.47,0.0,9.46,125.8,59.59,1.81,12.43,182.2,303.05,0.62,18.43,142.8
346.03,0.0,0.01,0.2,123.57,0.97,12.59,55.4,111.01,0.3,9.2,166.5,144.58,10.47,11.54,187.5,27.77,0.0,16.35,186.8,225.79,3.4,16.1,127.7,302.52,0.72,13.33,186.0,163.04,7.77,14.46,138.0
346.03,0.22,0.02,0.2,108.46,0.0,13.7,100.1,74.79,10.57,10.11,129.6,85.08,1.95,8.92,111.4,311.22,11.66,15.84,168.3,127.09,8.01,19.0,139.4,182.64,10.04,17.29,181.6,20.74,1.67,17.73,124.9
346.03,9.55,0.03,0.3,92.29,11.1,8.26,119.6,36.74,3.14,15.96,164.2,31.2,0.0,6.18,178.1,228.34,1.85,11.29,109.9,26.19,1.69,10.39,134.8,57.74,0.0,11.12,98.7,244.25,0.24,13.8,174.7
346.03,8.02,0.03,0.3,76.9,3.03,7.92,134.3,0.79,0.0,6.73,146.7,337.24,9.02,6.61,94.4,150.64,0.19,9.42,75.9,289.51,0.32,13.22,130.8,305.95,0.26,13.22,166.8,103.97,7.36,14.91,145.9
346.03,2.88,0.02,0.1,62.14,0.0,7.9,77.1,327.57,2.64,6.86,120.6,283.97,6.44,7.63,115.5,77.43,3.23,10.57,102.8,189.84,7.54,13.15,108.7,186.24,9.33,16.61,123.6,320.89,0.0,12.0,135.5
346.03,0.0,-0.01,-0.2,48.25,0.21,9.32,151.8,291.88,7.92,16.05,160.6,228.52,0.0,10.43,38.6,0.18,6.34,13.64,106.6,90.62,1.04,17.23,116.3,66.8,1.38,17.21,108.5,180.79,0.79,15.5,142.6
346.03,3.23,0.02,0.2,33.84,11.94,8.31,68.9,254.36,0.0,6.33,82.8,173.76,3.45,8.92,156.4,287.14,0.0,10.66,130.9,353.32,0.74,12.26,175.8,309.29,1.81,18.18,151.8,39.11,9.12,16.96,178.7
346.03,12.56,0.04,0.3,18.98,4.86,13.61,100.4,220.43,1.28,13.18,86.9,119.53,9.81,15.98,104.2,207.6,2.84,18.44,189.4,252.6,8.91,12.73,174.2,189.58,9.41,18.4,151.1,261.74,0.0,9.1,104.3
346.03,3.46,0.02,0.1,3.6,0.0,4.98,115.1,184.66,10.6,6.25,88.0,61.0,2.19,6.03,106.4,129.99,5.88,16.46,176.9,154.25,0.0,8.76,89.7,70.05,2.04,12.35,110.7,127.09,0.88,17.0,165.4
346.03,0.0,0.02,0.1,349.45,3.04,7.21,91.7,150.21,2.72,16.62,110.7,6.59,0.0,5.8,154.4,50.27,0.0,9.75,123.0,61.61,0.0,14.1,118.2,312.45,0.5,12.14,194.1,344.79,8.59,14.1,147.1
346.03,0.0,0.01,0.1,335.21,11.71,12.45,96.6,113.12,0.38,13.85,61.8,315.62,3.37,18.06,115.0,335.83,1.13,11.55,129.9,324.05,11.64,18.85,95.0,192.83,9.11,12.87,146.6,202.94,0.0,15.83,138.2
346.03,2.93,0.02,0.3,319.57,2.09,11.61,45.0,76.99,8.89,16.54,86.8,257.61,4.79,14.62,185.8,257.34,6.96,11.36,101.6,223.95,2.52,14.07,142.2,73.74,1.96,10.95,81.7,62.75,1.08,14.65,159.3
346.03,11.09,0.04,0.4,304.45,0.0,13.04,92.3,42.01,6.22,16.05,108.8,200.21,0.0,7.99,163.7,178.51,0.0,4.63,61.6,125.6,0.22,10.58,189.9,320.27,0.0,17.06,173.8,286.08,8.46,14.65,148.7
346.03,3.49,0.02,0.1,289.51,11.19,14.84,115.7,5.89,0.0,7.36,58.0,145.9,4.89,18.28,62.7,106.96,0.49,7.85,104.0,24.35,11.36,15.59,104.1,200.48,10.12,19.44,120.1,145.46,0.0,14.27,125.7
346.03,0.0,0.01,-0.4,273.16,2.08,12.92,101.9,333.9,0.45,16.02,66.4,91.05,8.18,7.06,125.6,29.09,12.5,12.98,128.2,283.97,1.62,16.08,67.0,76.9,1.82,18.22,141.8,2.72,0.0,14.8,157.2
346.03,0.54,0.02,0.2,257.26,0.22,14.51,77.1,298.56,11.97,9.64,91.8,37.18,2.41,9.23,104.1,309.9,1.9,15.63,98.9,188.26,0.0,10.99,149.4,318.87,0.89,14.98,136.8,232.21,9.74,16.06,188.3
346.03,4.73,0.02,0.3,241.79,11.62,11.13,105.1,262.62,3.75,7.81,83.4,343.21,0.0,15.44,77.6,233.61,0.24,15.25,184.2,89.74,10.9,9.38,142.9,198.81,10.31,11.46,139.1,92.2,2.21,14.72,164.9
346.03,7.79,0.03,0.3,225.35,0.0,7.35,48.0,228.25,0.0,14.68,59.4,287.75,12.58,12.51,192.0,155.57,9.92,19.06,183.3,351.3,2.14,17.92,124.3,75.15,0.0,14.28,119.7,314.3,0.0,16.13,176.2
346.03,2.8,0.03,0.2,210.94,0.0,11.13,129.0,192.57,2.05,9.94,152.3,227.9,2.24,12.55,184.5,76.2,2.32,17.2,145.1,251.81,0.03,16.9,102.1,317.9,3.65,11.86,179.2,173.76,11.21,14.85,137.3
346.03,0.0,0.01,0.3,195.56,11.72,14.15,99.8,157.76,7.97,5.55,86.2,171.39,0.28,6.52,184.4,0.0,0.0,11.23,149.0,152.84,8.86,11.22,189.3,197.58,7.52,13.56,176.9,26.81,0.28,16.62,97.0
346.03,1.17,0.02,0.1,180.26,1.29,13.6,63.0,123.66,0.66,16.68,34.6,116.1,11.97,16.95,96.9,286.0,8.72,12.82,109.9,52.65,2.05,14.6,103.2,78.31,1.11,12.36,85.0,255.06,0.04,14.19,148.4
346.03,4.59,0.02,0.3,165.5,0.0,14.19,142.7,87.8,0.0,13.61,83.2,58.54,2.46,8.03,170.8,206.98,2.88,8.66,98.9,315.44,0.14,17.68,155.8,325.9,1.99,16.46,161.1,115.4,10.5,18.23,142.4
346.03,9.74,0.03,0.3,150.12,11.58,11.48,103.1,53.44,3.12,11.85,71.2,4.22,0.0,2.82,172.6,135.35,0.0,6.73,87.0,215.86,10.12,11.34,152.9,205.05,9.12,17.6,128.5,327.39,0.0,14.62,130.1
346.03,2.9,0.03,0.2,133.68,0.0,13.69,56.8,17.93,7.33,14.79,79.9,313.07,3.28,16.28,84.7,62.14,0.47,9.07,114.0,113.29,0.0,14.24,122.4,86.4,2.01,12.03,105.6,185.8,2.28,14.82,161.7
346.03,0.0,0.01,-0.4,118.56,1.24,13.32,99.8,343.65,0.0,5.6,96.8,257.08,8.24,7.27,154.2,347.87,11.05,11.36,134.3,12.13,3.2,12.49,111.9,328.8,0.15,15.48,173.4,44.56,8.41,16.16,184.3
346.03,1.64,0.02,0.2,103.54,11.28,11.23,134.3,308.58,0.0,9.42,84.4,201.8,1.06,17.73,32.1,265.61,0.0,12.78,83.7,275.45,7.9,15.4,89.8,207.77,9.04,12.14,182.4,268.15,0.0,15.36,117.4
346.03,8.68,0.03,0.3,86.92,2.02,9.98,64.9,274.92,6.0,9.38,120.2,147.39,0.13,7.93,155.6,190.11,0.21,15.15,149.2,180.0,1.6,12.75,105.3,88.86,1.9,13.63,153.4,127.27,1.92,18.17,157.5
346.03,8.16,0.03,0.4,72.86,0.0,8.68,85.1,238.18,4.64,14.29,48.8,92.46,12.56,10.78,134.3,112.06,8.24,16.28,189.5,80.86,0.33,12.21,120.2,331.61,0.28,15.98,127.9,345.06,6.32,13.91,142.9
346.03,2.95,0.02,0.2,59.41,0.54,9.42,150.9,202.85,0.0,5.08,145.5,33.93,2.87,10.18,165.6,32.26,1.82,16.47,170.4,342.95,9.15,17.55,103.8,210.59,8.33,17.25,160.5,203.91,0.0,10.89,119.6
346.03,0.0,0.05,-0.1,44.56,11.55,8.95,75.3,167.78,1.14,10.4,112.3,337.94,0.0,8.57,77.7,315.35,0.32,16.67,165.3,242.58,0.65,15.34,83.4,91.85,1.76,17.76,154.7,62.84,2.52,14.41,148.6
346.03,3.06,0.03,0.2,29.53,4.69,14.7,103.7,130.87,5.66,15.08,72.2,284.68,3.82,7.93,174.9,236.34,10.36,16.59,148.1,147.83,0.05,10.88,189.7,334.25,0.47,12.48,124.6,285.56,5.94,15.95,143.6
346.03,8.81,0.03,0.3,14.24,0.0,11.16,139.4,95.19,0.0,17.12,42.7,229.04,4.76,8.83,80.2,155.83,0.0,8.7,99.5,46.93,10.39,15.16,100.2,213.49,9.94,12.54,176.5,145.55,0.0,9.11,154.6
346.03,6.16,0.02,0.3,0.0,3.27,8.65,68.2,60.82,0.0,13.73,123.1,176.57,0.0,7.73,73.8,82.88,0.0,12.05,122.6,305.77,0.0,13.7,68.7,94.57,1.52,17.16,100.0,8.09,0.01,18.25,137.6
346.03,2.39,0.02,0.1,346.03,10.87,14.68,85.2,23.82,8.81,12.24,145.5,124.1,0.1,8.75,162.3,6.42,5.94,12.49,111.4,209.97,0.21,12.95,132.0,336.97,0.81,16.07,137.0,237.48,10.48,13.35,149.6
346.03,0.0,-0.01,0.1,330.64,0.0,15.39,52.1,348.05,2.54,6.2,176.6,68.73,11.38,13.77,80.6,292.41,2.99,10.57,94.1,111.09,9.96,8.85,179.5,216.3,9.21,12.62,123.2,92.11,0.0,14.37,86.3
346.03,2.69,0.02,0.3,315.53,0.17,15.21,115.4,311.75,0.0,14.86,86.9,12.57,4.45,8.87,134.6,217.09,0.0,8.37,80.5,13.18,2.43,16.38,120.6,97.65,2.11,16.81,91.4,319.48,0.12,13.08,153.6
